Year,OPRHP Region,County,Facility,Attendance
2022,Genesee,Orleans,Lakeside St Pk,104027
2022,Genesee,Orleans,Oak Orchard Boat Launch,9849
2022,Genesee,Wyoming,Silver Lake,35816
2022,Long Island,Nassau,Bethpage Golf Course,752580
2022,Long Island,Nassau,Brentwood Sp,784674
2022,Long Island,Nassau,Hempstead Lake St Pk,643610
2022,Long Island,Nassau,Jones Beach,8471291
2022,Long Island,Nassau,Planting Fields A,349261
2022,Long Island,Nassau,Trailview,207447
2022,Long Island,Nassau,Valley Stream St Pk,388692
2022,Long Island,Suffolk,Amsterdam Beach,23865
2022,Long Island,Suffolk,Bayard C. A.,400924
2022,Long Island,Suffolk,Belmont Lakes St Pk,1085295
2022,Long Island,Suffolk,Brookhaven State Park,76683
2022,Long Island,Suffolk,Caleb Smith State Park,99673
2022,Long Island,Suffolk,Camp Hero,380537
2022,Long Island,Suffolk,Captree St Pk,1625749
2022,Long Island,Suffolk,Caumsett St Pk,687868
2022,Long Island,Suffolk,Cold Spring Harbor,200636
2022,Long Island,Suffolk,Connetquot River St Pk,248408
2022,Long Island,Suffolk,Gilgo St Pk,188761
2022,Long Island,Suffolk,Hallock St Pk Preserve,31653
2022,Long Island,Suffolk,Heckscher St Park,1328754
2022,Long Island,Suffolk,Hither Hills,630793
2022,Long Island,Suffolk,Montauk Downs,87822
2022,Long Island,Suffolk,Montauk Point,1285800
2022,Long Island,Suffolk,Napeague State Park,126794
2022,Long Island,Suffolk,Nissequogue River,253942
2022,Long Island,Suffolk,Orient Beach St Pk,129823
2022,Long Island,Suffolk,Robert Moses St Pk,3824767
2022,Long Island,Suffolk,Sag Harbour,25212
2022,Long Island,Suffolk,Shadmore,178052
2022,Long Island,Suffolk,Sunken Meadow St Pk,3145811
2022,Long Island,Suffolk,Walt Whitman House,3224
2022,Long Island,Suffolk,Wildwood State Park,517429
2022,New York City,Bronx,Roberto Clemente,183575
2022,New York City,Kings,Empire Fulton Ferry,0
2022,New York City,Kings,Marsha P. Johnston State Park,469445
2022,New York City,Kings,Shirley Chisholm State Park,210232
2022,New York City,New York,Franklin D. Roosevelt Four Freedoms State Park,232419
2022,New York City,New York,Riverbank Fitness Cntr,18335
2022,New York City,New York,Riverbank Rollr-Ice Rnks,290415
2022,New York City,New York,Riverbank State Park,3005475
2022,New York City,Queens,Bayswater Point St Pk,12307
2022,New York City,Queens,Gantry Plaza,1287414
2022,New York City,Richmond,Clay Pit Ponds,46071
2022,Niagara,Erie,Beaver Island,323880
2022,Niagara,Erie,Big 6 Marina,51115
2022,Niagara,Erie,Buckhorn,41142
2022,Niagara,Erie,Buffalo Harbor St Pk & Marina,298055
2022,Niagara,Erie,Evangola St Pk,271995
2022,Niagara,Erie,Knox Farm Sp,684195
2022,Niagara,Erie,Woodlawn,274018
2022,Niagara,Niagara,Artpark,288317
2022,Niagara,Niagara,Deveaux Woods,79450
2022,Niagara,Niagara,Devils Hole,299152
2022,Niagara,Niagara,Four  Mile Creek,66375
2022,Niagara,Niagara,Ft Niagara (including boat launch),448484
2022,Niagara,Niagara,Golden Hill St Pk,50065
2022,Niagara,Niagara,Joseph Davis St Pk,148559
2022,Niagara,Niagara,Niagara Reservation,9383839
2022,Niagara,Niagara,Reservoir St Pk,119304
2022,Niagara,Niagara,Whirlpool,388574
2022,Niagara,Niagara,Wilson Tuscarora St Pk,212599
2022,Palisades,Orange,Fort Montgomery,46101
2022,Palisades,Orange,Goosepond Mountain,6355
2022,Palisades,Orange,Highland Lakes,7558
2022,Palisades,Orange,Knox Headquarters,11291
2022,Palisades,Orange,National Purple Heart Hall Of Honor,15621
2022,Palisades,Orange,New Windsor Cantonment,16342
2022,Palisades,Orange,Schunnemunk State Park,48661
2022,Palisades,Orange,Sterling Forest,300451
2022,Palisades,Orange,Storm King,14528
2022,Palisades,Orange,Washington Headquarters (including Tower of Victory),26223
2022,Palisades,Orange/Rockland,Anthony Wayne,62067
2022,Palisades,Orange/Rockland,Appalachian Trail,15822
2022,Palisades,Orange/Rockland,Bear Mountain St Pk,2367976
2022,Palisades,Orange/Rockland,Harriman Group Camp,156455
2022,Palisades,Orange/Rockland,Harriman Hiker Trail,146880
2022,Palisades,Orange/Rockland,Lake Welch,121030
2022,Palisades,Orange/Rockland,Sebago Lake,133557
2022,Palisades,Orange/Rockland,Tiorati,524327
2022,Palisades,Rockland,Blauvelt,44387
2022,Palisades,Rockland,Harriman Beaver Pond,63936
2022,Palisades,Rockland,Haverstraw Beach,23795
2022,Palisades,Rockland,High Tor St Pk,47515
2022,Palisades,Rockland,Hook Mountain,54140
2022,Palisades,Rockland,Nyack Beach St Pk,140690
2022,Palisades,Rockland,Palisades,26300
2022,Palisades,Rockland,Rockland Lake State Park,810652
2022,Palisades,Rockland,Stony Point Battlefield,30943
2022,Palisades,Rockland,Tallman Mountain St Pk,484102
2022,Palisades,Sullivan,Lake Superior,10006
2022,Palisades,Ulster,Bristol Beach,11025
2022,Palisades,Ulster,Minnewaska Park,467205
2022,Palisades,Ulster,Sam's Point,72626
2022,Palisades,Ulster,Senate House,33213
2022,Palisades,Ulster,Sojourner Truth State Park,7710
2022,Saratoga/Capital,Albany,John Boyd Thacher Pk,644194
2022,Saratoga/Capital,Albany,Schuyler Mansion,10521
2022,Saratoga/Capital,Albany,Thompson Lake St Pk,71231
2022,Saratoga/Capital,Columbia,Hudson River Islands,0
2022,Saratoga/Capital,Delaware,John Burroughs Memorial,1420
2022,Saratoga/Capital,Essex,Crown Point,46513
2022,Saratoga/Capital,Essex,John Brown Farm,55939
2022,Saratoga/Capital,Fulton,Johnson Hall,85933
2022,Saratoga/Capital,Greene,Athens,0
2022,Saratoga/Capital,Greene,Coxsackie,0
2022,Saratoga/Capital,Montgomery,Schoharie Crossing,70945
2022,Saratoga/Capital,Rensselaer,Bennington Battlefield,21798
2022,Saratoga/Capital,Rensselaer,Cherry Plain St Pk,25243
2022,Saratoga/Capital,Rensselaer,Crailo,6751
2022,Saratoga/Capital,Rensselaer,Grafton Lakes St Pk,237762
2022,Saratoga/Capital,Rensselaer,Schodack Island,234067
2022,Saratoga/Capital,Saratoga,Grants Cottage,7923
2022,Saratoga/Capital,Saratoga,Peebles Island,53211
2022,Saratoga/Capital,Saratoga,Saratoga Lake Boat Lnch,53133
2022,Saratoga/Capital,Saratoga,Saratoga Springs (incl Victoria Pool & Golf Course),3472868
2022,Saratoga/Capital,Saratoga/Warren,Moreau Lake St Pk,392983
2022,Saratoga/Capital,Schoharie,Max V Shaul Campsite,16399
2022,Saratoga/Capital,Schoharie,Minekill,147728
2022,Saratoga/Capital,Washington,Lake Lauderdale *2,6836
2022,Taconic,Columbia,Clermont,172968
2022,Taconic,Columbia,Copake Falls,249392
2022,Taconic,Columbia,Lake Taghkanic St Park,204946
2022,Taconic,Columbia,Olana,182628
2022,Taconic,Dutchess,Clinton House,0
2022,Taconic,Dutchess,James Baird,169145
2022,Taconic,Dutchess,Mills Norrie St Pk,197593
2022,Taconic,Dutchess,Quiet Cove Riverfront Park,0
2022,Taconic,Dutchess,Rudd Pond,29179
2022,Taconic,Dutchess,Staatsburgh SHS,44335
2022,Taconic,Putnam,Clarence Fahnestock,329925
2022,Taconic,Putnam,Hudson Highlands,470771
2022,Taconic,Putnam,Taconic Outdoor Education Center,7827
2022,Taconic,Westchester,F D Roosevelt,681630
2022,Taconic,Westchester,John Jay Homestead,90818
2022,Taconic,Westchester,Old Croton Aqueduct,1164418
2022,Taconic,Westchester,Peter Jay House (Jay Heritage Center),29890
2022,Taconic,Westchester,Philipse Manor,17893
2022,Taconic,Westchester,Rockefeller Preserve,396486
2022,Thousand Islands,Clinton,Cumberland Bay St Pk,63298
2022,Thousand Islands,Clinton,Great Chazy Boat Launch,32160
2022,Thousand Islands,Clinton,Macomb Reservation,88644
2022,Thousand Islands,Clinton,Point Au Roche,66661
2022,Thousand Islands,Clinton,Point Au Roche Boat Lau,30588
2022,Thousand Islands,Dutchess/Ulster,Walkway Over The Hudson,595900
2022,Thousand Islands,Jefferson,Black River Trail,132203
2022,Thousand Islands,Jefferson,Burnham Pnt River Park,14410
2022,Thousand Islands,Jefferson,Canoe-Picnic Pnt River,9140
2022,Thousand Islands,Jefferson,Chaumont Boat Launch,42601
2022,Thousand Islands,Jefferson,Dewolf Point,16774
2022,Thousand Islands,Jefferson,Grass Pnt River Park,46628
2022,Thousand Islands,Jefferson,Keewaydin St Park,60424
2022,Thousand Islands,Jefferson,Kring Point,66038
2022,Thousand Islands,Jefferson,Long Point River Park,40505
2022,Thousand Islands,Jefferson,Mary Island River Park,1845
2022,Thousand Islands,Jefferson,Rock Island,13118
2022,Thousand Islands,Jefferson,Sackets Harbor Btl Field,64942
2022,Thousand Islands,Jefferson,Southwick Beach St Pk,144908
2022,Thousand Islands,Jefferson,Stony Creek,27322
2022,Thousand Islands,Jefferson,Waterson Point Docking,2148
2022,Thousand Islands,Jefferson,Wehle State Park,113589
2022,Thousand Islands,Jefferson,Wellesley Island St Pk,195197
2022,Thousand Islands,Jefferson,Westcott Beach St Pk,133721
2022,Thousand Islands,Lewis,Whetstone Gulf,157195
2022,Thousand Islands,St Lawrence,Black Lk Boat Launch,12450
2022,Thousand Islands,St Lawrence,Cedar Island River Park,10702
2022,Thousand Islands,St Lawrence,Cedar Pnt River Park,77029
2022,Thousand Islands,St Lawrence,Coles Creek,69308
2022,Thousand Islands,St Lawrence,Eel Weir St Park,14315
2022,Thousand Islands,St Lawrence,Higley Flow St Park,41677
2022,Thousand Islands,St Lawrence,Jacques Cartier St Pk,36327
2022,Thousand Islands,St Lawrence,Robert Moses St Pk,135897
2022,Thousand Islands,St Lawrence,St Lawrence Golf Course,12872
2022,Thousand Islands,St Lawrence,Wilson Hill Boat Launch,18186
2021,Allegany,Cattaraugus,Allegany Quaker Area,827178
2021,Allegany,Cattaraugus,Allegany Red House Area,745792
2021,Allegany,Chautauqua,Barcelona Lighthouse,10703
2021,Allegany,Chautauqua,Lake Erie St Pk,104391
2021,Allegany,Chautauqua,Long Point Marina,124744
2021,Allegany,Chautauqua,Midway State Park,61545
2021,Allegany,Chautauqua,Sunset Bay MarinePark,33584
2021,Central,Broome,Chenango Valley St Pk,246498
2021,Central,Broome/Delaware,Oquaga State Park,89830
2021,Central,Chenango,Bowman Lake St Pk,57587
2021,Central,Chenango,Hunts Pond State Park,0
2021,Central,Herkimer,Herkimer Home,24221
2021,Central,Madison,Chittenango Fls St Pk,248633
2021,Central,Madison,Lorenzo,22119
2021,Central,Madison,Old Erie Canal,113287
2021,Central,Onedia,Delta Lake St Pk,281411
2021,Central,Onedia,Oriskany Battlefield,18159
2021,Central,Onedia,Pixley Falls State Park,42885
2021,Central,Oneida,Steuben Memorial,7371
2021,Central,Oneida,Verona Beach State Park,157533
2021,Central,Onondaga,Clark Reservation,168341
2021,Central,Onondaga,Green Lakes State Park,2045527
2021,Central,Onondaga,State Park at the Fair *1,798095
2021,Central,Oswego,Battle Isl Golf Course,33899
2021,Central,Oswego,Fort Ontario,108720
2021,Central,Oswego,Mexico Point Boat Launch,22132
2021,Central,Oswego,Pine Grove Boatlaunch,15149
2021,Central,Oswego,Sandy Island Beach,22940
2021,Central,Oswego,Selkirk Shores,153831
2021,Central,Otsego,Betty And Wilbur Davis State Park,24816
2021,Central,Otsego,Canadarago Boat Lnch,16416
2021,Central,Otsego,Gilbert Lake St Pk,135977
2021,Central,Otsego,Glimmerglass State Park,162095
2021,Finger Lakes,Cayuga,Fair Haven St Pk,231762
2021,Finger Lakes,Cayuga,Fillmore Glen St Pk,112345
2021,Finger Lakes,Cayuga,Long Point St Pk,59312
2021,Finger Lakes,Cayuga,Springbrook Greens,96
2021,Finger Lakes,Chemung,Mark Twain State Park and Soaring Eagles Golf Course,26637
2021,Finger Lakes,Chemung,Newtown Battlefield,49549
2021,Finger Lakes,Ontario,Canadaigua Btlau Ontrio,53162
2021,Finger Lakes,Ontario,Ganondagan,57590
2021,Finger Lakes,Ontario,H H Spencer,39619
2021,Finger Lakes,Ontario,Honeoye Bt Lau,27118
2021,Finger Lakes,Ontario,Sonnenberg Gardens and Mansion,36106
2021,Finger Lakes,Ontario/Seneca,Seneca Lake St Pk,184431
2021,Finger Lakes,Schuyler,Watkins Glen St Pk,1003280
2021,Finger Lakes,Seneca,Bonavista Golf Course,0
2021,Finger Lakes,Seneca,Cayuga Lake St Pk,205042
2021,Finger Lakes,Seneca,Deans Cove Boat Launch,27510
2021,Finger Lakes,Seneca,Lodi Point Marina/Boat,44095
2021,Finger Lakes,Seneca,Sampson St Pk,191200
2021,Finger Lakes,Steuben,Indian Hills Golf Course,18469
2021,Finger Lakes,Steuben,Pinnacle State Park and Golf Course,0
2021,Finger Lakes,Steuben,Stony Brook St Pk,123142
2021,Finger Lakes,Tompkins,Allan Treman Marina,330569
2021,Finger Lakes,Tompkins,Buttermilk Falls St Pk,378350
2021,Finger Lakes,Tompkins,Robert H Treman St Pk,358536
2021,Finger Lakes,Tompkins,Taughannock Falls St Pk,618162
2021,Finger Lakes,Wayne,Beechwood,0
2021,Finger Lakes,Wayne,Chimney Bluffs,51563
2021,Finger Lakes,Yates,Keuka Lake St Pk,133993
2021,Genesee,Genesee,Darien Lakes State Park,76397
2021,Genesee,Livingston,Conesus Lake Boat Launch,43052
2021,Genesee,Livingston/Wyoming,Letchworth State Park,903505
2021,Genesee,Monore/Livingston/Wyoming/Allegany/Cattaraugus,Genesee Valley Greenway,78645
2021,Genesee,Monroe,Braddock Bay,24619
2021,Genesee,Monroe,Durand Eastman,0
2021,Genesee,Monroe,Genesee River Park,890
2021,Genesee,Monroe,Hamlin Beach State Park,367960
2021,Genesee,Monroe,Irondquoit Bay Boat Lnch,29067
2021,Genesee,Orleans,Lakeside St Pk,116817
2021,Genesee,Orleans,Oak Orchard Boat Launch,10940
2021,Genesee,Wyoming,Silver Lake,39080
2021,Long Island,Nassau,Bethpage Golf Course,815822
2021,Long Island,Nassau,Brentwood Sp,1446164
2021,Long Island,Nassau,Hempstead Lake St Pk,621991
2021,Long Island,Nassau,Jones Beach,8034685
2021,Long Island,Nassau,Planting Fields A,455027
2021,Long Island,Nassau,Trailview,247374
2021,Long Island,Nassau,Valley Stream St Pk,407700
2021,Long Island,Suffolk,Amsterdam Beach,24820
2021,Long Island,Suffolk,Bayard C. A.,471873
2021,Long Island,Suffolk,Belmont Lakes St Pk,1199520
2021,Long Island,Suffolk,Brookhaven State Park,75043
2021,Long Island,Suffolk,Caleb Smith State Park,101246
2021,Long Island,Suffolk,Camp Hero,401220
2021,Long Island,Suffolk,Captree St Pk,1644634
2021,Long Island,Suffolk,Caumsett St Pk,824722
2021,Long Island,Suffolk,Cold Spring Harbor,219784
2021,Long Island,Suffolk,Connetquot River St Pk,259435
2021,Long Island,Suffolk,Gilgo St Pk,287961
2021,Long Island,Suffolk,Hallock St Pk Preserve,55566
2021,Long Island,Suffolk,Heckscher St Park,1390081
2021,Long Island,Suffolk,Hither Hills,525320
2021,Long Island,Suffolk,Montauk Downs,97900
2021,Long Island,Suffolk,Montauk Point,1263754
2021,Long Island,Suffolk,Napeague State Park,131740
2021,Long Island,Suffolk,Nissequogue River,281156
2021,Long Island,Suffolk,Orient Beach St Pk,174679
2021,Long Island,Suffolk,Robert Moses St Pk,4067368
2021,Long Island,Suffolk,Sag Harbour,27865
2021,Long Island,Suffolk,Shadmore,172955
2021,Long Island,Suffolk,Sunken Meadow St Pk,3463692
2021,Long Island,Suffolk,Walt Whitman House,1932
2021,Long Island,Suffolk,Wildwood State Park,489769
2021,New York City,Bronx,Roberto Clemente,116936
2021,New York City,Kings,Empire Fulton Ferry,0
2021,New York City,Kings,Marsha P Johnson (Former East River State Park),647902
2021,New York City,Kings,Shirley Chisholm State Park,314350
2021,New York City,New York,Franklin D. Roosevelt Four Freedoms State Park,176372
2021,New York City,New York,Riverbank Fitness Cntr,12452
2021,New York City,New York,Riverbank Rollr-Ice Rnks,111097
2021,New York City,New York,Riverbank State Park,1888429
2021,New York City,Queens,Bayswater Point St Pk,13159
2021,New York City,Queens,Gantry Plaza,1036301
2021,New York City,Richmond,Clay Pit Ponds,47415
2021,Niagara,Erie,Beaver Island,313959
2021,Niagara,Erie,Big 6 Marina,46600
2021,Niagara,Erie,Buckhorn,41387
2021,Niagara,Erie,Buffalo Harbor St Pk & Marina,280052
2021,Niagara,Erie,Evangola St Pk,244227
2021,Niagara,Erie,Knox Farm Sp,719037
2021,Niagara,Erie,Woodlawn,290879
2021,Niagara,Niagara,Artpark,249320
2021,Niagara,Niagara,Deveaux Woods,75326
2021,Niagara,Niagara,Devils Hole,122242
2021,Niagara,Niagara,Four  Mile Creek,77576
2021,Niagara,Niagara,Ft Niagara (including boat launch),391377
2021,Niagara,Niagara,Golden Hill St Pk,58038
2021,Niagara,Niagara,Joseph Davis St Pk,134221
2021,Niagara,Niagara,Niagara Reservation,9029114
2021,Niagara,Niagara,Reservoir St Pk,98762
2021,Niagara,Niagara,Whirlpool,301296
2021,Niagara,Niagara,Wilson Tuscarora St Pk,227710
2021,Palisades,Orange,Fort Montgomery,39317
2021,Palisades,Orange,Goosepond Mountain,7275
2021,Palisades,Orange,Highland Lakes,7810
2021,Palisades,Orange,Knox Headquarters,11220
2021,Palisades,Orange,National Purple Heart Hall Of Honor,14933
2021,Palisades,Orange,New Windsor Cantonment,15081
2021,Palisades,Orange,Schunnemunk State Park,50049
2021,Palisades,Orange,Sterling Forest,315841
2021,Palisades,Orange,Storm King,14997
2021,Palisades,Orange,Washington Headquarters (including Tower of Victory),17436
2021,Palisades,Orange/Rockland,Anthony Wayne,88028
2021,Palisades,Orange/Rockland,Appalachian Trail,15850
